timestamp,value,label
1224,NA,NA
1225,NA,NA
1226,NA,NA
1227,NA,NA
1228,NA,NA
1229,NA,NA
1230,NA,NA
1231,NA,NA
1232,NA,NA
1233,NA,NA
1234,NA,NA
1235,NA,NA
1236,NA,NA
1237,NA,NA
1238,NA,NA
1239,NA,NA
1240,NA,NA
1241,NA,NA
1242,NA,NA
1243,NA,NA
1244,NA,NA
1245,NA,NA
1246,NA,NA
1247,NA,NA
1248,NA,NA
1249,NA,NA
1250,NA,NA
1251,NA,NA
1252,NA,NA
1253,NA,NA
1254,NA,NA
1255,NA,NA
1256,NA,NA
1257,NA,NA
1258,NA,NA
1259,NA,NA
1260,NA,NA
1261,NA,NA
1262,NA,NA
1263,NA,NA
1264,NA,NA
1265,NA,NA
1266,NA,NA
1267,NA,NA
1268,NA,NA
1269,NA,NA
1270,NA,NA
1271,NA,NA
1272,NA,NA
1273,NA,NA
1274,NA,NA
1275,NA,NA
1276,NA,NA
1277,NA,NA
1278,NA,NA
1279,NA,NA
1280,NA,NA
1281,NA,NA
1282,NA,NA
1283,NA,NA
1284,NA,NA
1285,NA,NA
1286,NA,NA
1287,NA,NA
1288,NA,NA
1289,NA,NA
1290,NA,NA
1291,NA,NA
1292,NA,NA
1293,NA,NA
1294,NA,NA
1295,NA,NA
1296,NA,NA
1297,NA,NA
1298,NA,NA
1299,NA,NA
1300,NA,NA
1301,NA,NA
1302,NA,NA
1303,NA,NA
1304,NA,NA
1305,NA,NA
1306,NA,NA
1307,NA,NA
1308,NA,NA
1309,NA,NA
1310,NA,NA
1311,NA,NA
1312,NA,NA
1313,NA,NA
1314,NA,NA
1315,NA,NA
1316,NA,NA
1317,NA,NA
1318,NA,NA
1319,NA,NA
1320,NA,NA
1321,NA,NA
1322,NA,NA
1323,NA,NA
1324,NA,NA
1325,NA,NA
1326,NA,NA
1327,NA,NA
1328,NA,NA
1329,NA,NA
1330,NA,NA
1331,NA,NA
1332,NA,NA
1333,NA,NA
1334,NA,NA
1335,NA,NA
1336,NA,NA
1337,NA,NA
1338,NA,NA
1339,NA,NA
1340,NA,NA
1341,NA,NA
1342,NA,NA
1343,NA,NA
1344,NA,NA
1345,NA,NA
1346,NA,NA
1347,NA,NA
1348,NA,NA
1349,NA,NA
1350,NA,NA
1351,NA,NA
1352,NA,NA
1353,NA,NA
1354,NA,NA
1355,NA,NA
1356,NA,NA
1357,NA,NA
1358,NA,NA
1359,NA,NA
1360,NA,NA
1361,NA,NA
1362,NA,NA
1363,NA,NA
1364,NA,NA
1365,NA,NA
1366,NA,NA
1367,NA,NA
1368,NA,NA
1369,NA,NA
1370,NA,NA
1371,NA,NA
1372,NA,NA
1373,NA,NA
1374,NA,NA
1375,NA,NA
1376,NA,NA
1377,NA,NA
1378,NA,NA
1379,NA,NA
1380,NA,NA
1381,NA,NA
1382,NA,NA
1383,NA,NA
1384,NA,NA
1385,NA,NA
1386,NA,NA
1387,NA,NA
1388,NA,NA
1389,NA,NA
1390,NA,NA
1391,NA,NA
1392,NA,NA
1393,NA,NA
1394,NA,NA
1395,NA,NA
1396,NA,NA
1397,NA,NA
1398,NA,NA
1399,NA,NA
1400,NA,NA
1401,NA,NA
1402,NA,NA
1403,NA,NA
1404,NA,NA
1405,NA,NA
1406,NA,NA
1407,NA,NA
1408,NA,NA
1409,NA,NA
1410,NA,NA
1411,NA,NA
1412,NA,NA
1413,NA,NA
1414,NA,NA
1415,NA,NA
1416,NA,NA
1417,NA,NA
1418,NA,NA
1419,NA,NA
1420,NA,NA
1421,NA,NA
1422,NA,NA
1423,NA,NA
1424,NA,NA
1425,NA,NA
1426,NA,NA
1427,NA,NA
1428,NA,NA
1429,NA,NA
1430,NA,NA
1431,NA,NA
1432,NA,NA
1433,NA,NA
1434,NA,NA
1435,NA,NA
1436,NA,NA
1437,NA,NA
1438,NA,NA
1439,NA,NA
1440,NA,NA
1441,NA,NA
1442,NA,NA
1443,NA,NA
1444,NA,NA
1445,NA,NA
1446,NA,NA
1447,NA,NA
1448,NA,NA
1449,NA,NA
1450,NA,NA
1451,NA,NA
1452,NA,NA
1453,NA,NA
1454,NA,NA
1455,NA,NA
1456,NA,NA
1457,NA,NA
1458,NA,NA
1459,NA,NA
1460,NA,NA
1461,NA,NA
1462,NA,NA
1463,NA,NA
1464,NA,NA
1465,NA,NA
1466,NA,NA
1467,NA,NA
1468,NA,NA
1469,NA,NA
1470,NA,NA
1471,NA,NA
1472,NA,NA
1473,NA,NA
1474,NA,NA
1475,NA,NA
1476,NA,NA
1477,NA,NA
1478,NA,NA
1479,NA,NA
1480,NA,NA
1481,NA,NA
1482,NA,NA
1483,NA,NA
1484,NA,NA
1485,NA,NA
1486,NA,NA
1487,NA,NA
1488,NA,NA
1489,NA,NA
1490,NA,NA
1491,NA,NA
1492,NA,NA
1493,NA,NA
1494,NA,NA
1495,NA,NA
1496,NA,NA
1497,NA,NA
1498,NA,NA
1499,NA,NA
1500,NA,NA
1501,NA,NA
1502,NA,NA
1503,NA,NA
1504,NA,NA
1505,NA,NA
1506,NA,NA
1507,NA,NA
1508,NA,NA
1509,NA,NA
1510,NA,NA
1511,NA,NA
1512,NA,NA
1513,NA,NA
1514,NA,NA
1515,NA,NA
1516,NA,NA
1517,NA,NA
1518,NA,NA
1519,NA,NA
1520,NA,NA
1521,NA,NA
1522,NA,NA
1523,NA,NA
1524,NA,NA
1525,NA,NA
1526,NA,NA
1527,NA,NA
1528,NA,NA
1529,NA,NA
1530,NA,NA
1531,NA,NA
1532,NA,NA
1533,NA,NA
1534,NA,NA
1535,NA,NA
1536,NA,NA
1537,NA,NA
1538,NA,NA
1539,NA,NA
1540,NA,NA
1541,NA,NA
1542,NA,NA
1543,NA,NA
1544,NA,NA
1545,NA,NA
1546,NA,NA
1547,NA,NA
1548,NA,NA
1549,NA,NA
1550,NA,NA
1551,NA,NA
1552,NA,NA
1553,NA,NA
1554,NA,NA
1555,NA,NA
1556,NA,NA
1557,NA,NA
1558,NA,NA
1559,NA,NA
1560,NA,NA
1561,NA,NA
1562,NA,NA
1563,NA,NA
1564,NA,NA
1565,NA,NA
1566,NA,NA
1567,NA,NA
1568,NA,NA
1569,NA,NA
1570,NA,NA
1571,NA,NA
1572,NA,NA
1573,NA,NA
1574,NA,NA
1575,NA,NA
1576,NA,NA
1577,NA,NA
1578,NA,NA
1579,NA,NA
1580,NA,NA
1581,NA,NA
1582,NA,NA
1583,NA,NA
1584,NA,NA
1585,NA,NA
1586,NA,NA
1587,NA,NA
1588,NA,NA
1589,NA,NA
1590,NA,NA
1591,NA,NA
1592,NA,NA
1593,NA,NA
1594,NA,NA
1595,NA,NA
1596,NA,NA
1597,NA,NA
1598,NA,NA
1599,NA,NA
1600,NA,NA
1601,NA,NA
1602,NA,NA
1603,NA,NA
1604,NA,NA
1605,NA,NA
1606,NA,NA
1607,NA,NA
1608,NA,NA
1609,NA,NA
1610,NA,NA
1611,NA,NA
1612,NA,NA
1613,NA,NA
1614,NA,NA
1615,NA,NA
1616,NA,NA
1617,NA,NA
1618,NA,NA
1619,NA,NA
1620,NA,NA
1621,NA,NA
1622,NA,NA
1623,NA,NA
1624,NA,NA
1625,NA,NA
1626,NA,NA
1627,NA,NA
1628,NA,NA
1629,NA,NA
1630,NA,NA
1631,NA,NA
1632,NA,NA
1633,NA,NA
1634,NA,NA
1635,NA,NA
1636,NA,NA
1637,NA,NA
1638,NA,NA
1639,NA,NA
1640,NA,NA
1641,NA,NA
1642,NA,NA
1643,NA,NA
1644,NA,NA
1645,NA,NA
1646,NA,NA
1647,NA,NA
1648,NA,NA
1649,NA,NA
1650,NA,NA
1651,NA,NA
1652,NA,NA
1653,NA,NA
1654,NA,NA
1655,NA,NA
1656,NA,NA
1657,NA,NA
1658,NA,NA
1659,NA,NA
1660,NA,NA
1661,NA,NA
1662,NA,NA
1663,NA,NA
1664,NA,NA
1665,NA,NA
1666,NA,NA
1667,NA,NA
1668,NA,NA
1669,NA,NA
1670,NA,NA
1671,NA,NA
1672,NA,NA
1673,NA,NA
1674,NA,NA
1675,NA,NA
1676,NA,NA
1677,NA,NA
1678,NA,NA
1679,NA,NA
1680,NA,NA
1681,NA,NA
1682,NA,NA
1683,NA,NA
1684,NA,NA
1685,NA,NA
1686,NA,NA
1687,NA,NA
1688,NA,NA
1689,NA,NA
1690,NA,NA
1691,NA,NA
1692,NA,NA
1693,NA,NA
1694,NA,NA
1695,NA,NA
1696,NA,NA
1697,NA,NA
1698,NA,NA
1699,NA,NA
1700,NA,NA
1701,NA,NA
1702,NA,NA
1703,NA,NA
1704,NA,NA
1705,NA,NA
1706,NA,NA
1707,NA,NA
1708,NA,NA
1709,NA,NA
1710,NA,NA
1711,NA,NA
1712,NA,NA
1713,NA,NA
1714,NA,NA
1715,NA,NA
1716,NA,NA
1717,NA,NA
1718,NA,NA
1719,NA,NA
1720,NA,NA
1721,NA,NA
1722,NA,NA
1723,NA,NA
1724,NA,NA
1725,NA,NA
1726,NA,NA
1727,NA,NA
1728,NA,NA
1729,NA,NA
1730,NA,NA
1731,NA,NA
1732,NA,NA
1733,NA,NA
1734,NA,NA
1735,NA,NA
1736,NA,NA
1737,NA,NA
1738,NA,NA
1739,NA,NA
1740,NA,NA
1741,NA,NA
1742,NA,NA
1743,NA,NA
1744,NA,NA
1745,NA,NA
1746,NA,NA
1747,NA,NA
1748,NA,NA
1749,NA,NA
1750,NA,NA
1751,NA,NA
1752,NA,NA
1753,NA,NA
1754,NA,NA
1755,NA,NA
1756,NA,NA
1757,NA,NA
1758,NA,NA
1759,NA,NA
1760,NA,NA
1761,NA,NA
1762,NA,NA
1763,NA,NA
1764,NA,NA
1765,NA,NA
1766,NA,NA
1767,NA,NA
1768,NA,NA
1769,NA,NA
1770,NA,NA
1771,NA,NA
1772,NA,NA
1773,NA,NA
1774,NA,NA
1775,NA,NA
1776,NA,NA
1777,NA,NA
1778,NA,NA
1779,NA,NA
1780,NA,NA
1781,NA,NA
1782,NA,NA
1783,NA,NA
1784,NA,NA
1785,NA,NA
1786,NA,NA
1787,NA,NA
1788,NA,NA
1789,NA,NA
1790,NA,NA
1791,NA,NA
1792,NA,NA
1793,NA,NA
1794,NA,NA
1795,NA,NA
1796,NA,NA
1797,NA,NA
1798,NA,NA
1799,NA,NA
1800,NA,NA
1801,NA,NA
1802,NA,NA
1803,NA,NA
1804,NA,NA
1805,NA,NA
1806,NA,NA
1807,NA,NA
1808,NA,NA
1809,NA,NA
1810,NA,NA
1811,NA,NA
1812,NA,NA
1813,NA,NA
1814,NA,NA
1815,NA,NA
1816,NA,NA
1817,NA,NA
1818,NA,NA
1819,NA,NA
1820,NA,NA
1821,NA,NA
1822,NA,NA
1823,NA,NA
1824,NA,NA
1825,NA,NA
1826,NA,NA
1827,NA,NA
1828,NA,NA
1829,NA,NA
1830,NA,NA
1831,NA,NA
1832,NA,NA
1833,NA,NA
1834,NA,NA
1835,NA,NA
1836,NA,NA
1837,NA,NA
1838,NA,NA
1839,NA,NA
1840,NA,NA
1841,NA,NA
1842,NA,NA
1843,NA,NA
1844,NA,NA
1845,NA,NA
1846,NA,NA
1847,NA,NA
1848,NA,NA
1849,NA,NA
1850,NA,NA
1851,NA,NA
1852,NA,NA
1853,NA,NA
1854,NA,NA
1855,NA,NA
1856,NA,NA
1857,NA,NA
1858,NA,NA
1859,NA,NA
1860,NA,NA
1861,NA,NA
1862,NA,NA
1863,NA,NA
1864,NA,NA
1865,NA,NA
1866,NA,NA
1867,NA,NA
1868,NA,NA
1869,NA,NA
1870,NA,NA
1871,NA,NA
1872,NA,NA
1873,NA,NA
1874,NA,NA
1875,NA,NA
1876,NA,NA
1877,NA,NA
1878,NA,NA
1879,NA,NA
1880,NA,NA
1881,NA,NA
1882,NA,NA
1883,NA,NA
1884,NA,NA
1885,NA,NA
1886,NA,NA
1887,NA,NA
1888,NA,NA
1889,NA,NA
1890,NA,NA
1891,NA,NA
1892,NA,NA
1893,NA,NA
1894,NA,NA
1895,NA,NA
1896,NA,NA
1897,NA,NA
1898,NA,NA
1899,NA,NA
1900,NA,NA
1901,NA,NA
1902,NA,NA
1903,NA,NA
1904,NA,NA
1905,NA,NA
1906,NA,NA
1907,NA,NA
1908,NA,NA
1909,NA,NA
1910,NA,NA
1911,NA,NA
1912,NA,NA
1913,NA,NA
1914,NA,NA
1915,NA,NA
1916,NA,NA
1917,NA,NA
1918,NA,NA
1919,NA,NA
1920,NA,NA
1921,NA,NA
1922,NA,NA
1923,NA,NA
1924,NA,NA
1925,NA,NA
1926,NA,NA
1927,NA,NA
1928,NA,NA
1929,NA,NA
1930,NA,NA
1931,NA,NA
1932,NA,NA
1933,NA,NA
1934,NA,NA
1935,NA,NA
1936,NA,NA
1937,NA,NA
1938,NA,NA
1939,NA,NA
1940,NA,NA
1941,NA,NA
1942,NA,NA
1943,NA,NA
1944,NA,NA
1945,NA,NA
1946,NA,NA
1947,NA,NA
1948,NA,NA
1949,NA,NA
1950,NA,NA
1951,NA,NA
1952,NA,NA
1953,NA,NA
1954,NA,NA
1955,NA,NA
1956,NA,NA
1957,NA,NA
1958,NA,NA
1959,NA,NA
1960,NA,NA
1961,NA,NA
1962,NA,NA
1963,NA,NA
1964,NA,NA
1965,NA,NA
1966,NA,NA
1967,NA,NA
1968,NA,NA
1969,NA,NA
1970,NA,NA
1971,NA,NA
1972,NA,NA
1973,NA,NA
1974,NA,NA
1975,NA,NA
1976,NA,NA
1977,NA,NA
1978,NA,NA
1979,NA,NA
1980,NA,NA
1981,NA,NA
1982,NA,NA
1983,NA,NA
1984,NA,NA
1985,NA,NA
1986,NA,NA
1987,NA,NA
1988,NA,NA
1989,NA,NA
1990,NA,NA
1991,NA,NA
1992,NA,NA
1993,NA,NA
1994,NA,NA
1995,NA,NA
1996,NA,NA
1997,NA,NA
1998,NA,NA
1999,NA,NA
2000,NA,NA
2001,NA,NA
2002,NA,NA
2003,NA,NA
2004,NA,NA
2005,NA,NA
2006,NA,NA
2007,NA,NA
2008,NA,NA
2009,NA,NA
2010,NA,NA
2011,NA,NA
2012,NA,NA
2013,NA,NA
2014,NA,NA
2015,NA,NA
2016,NA,NA
2017,NA,NA
2018,NA,NA
2019,NA,NA
2020,NA,NA
2021,NA,NA
2022,NA,NA
2023,NA,NA
2024,NA,NA
2025,NA,NA
2026,NA,NA
2027,NA,NA
2028,NA,NA
2029,NA,NA
2030,NA,NA
2031,NA,NA
2032,NA,NA
2033,NA,NA
2034,NA,NA
2035,NA,NA
2036,NA,NA
2037,NA,NA
2038,NA,NA
2039,NA,NA
2040,NA,NA
2041,NA,NA
2042,NA,NA
2043,NA,NA
2044,NA,NA
2045,NA,NA
2046,8.11,0
2047,NA,NA
2048,NA,NA
2049,NA,NA
2050,NA,NA
2051,NA,NA
2052,NA,NA
2053,NA,NA
2054,NA,NA
2055,NA,NA
2056,NA,NA
2057,NA,NA
2058,NA,NA
2059,NA,NA
2060,NA,NA
2061,NA,NA
2062,NA,NA
2063,NA,NA
2064,NA,NA
2065,NA,NA
2066,NA,NA
2067,NA,NA
2068,NA,NA
2069,NA,NA
2070,NA,NA
2071,NA,NA
2072,NA,NA
2073,6.5,0
2074,NA,NA
2075,NA,NA
2076,NA,NA
2077,NA,NA
2078,NA,NA
2079,NA,NA
2080,NA,NA
2081,NA,NA
2082,NA,NA
2083,NA,NA
2084,NA,NA
2085,NA,NA
2086,NA,NA
2087,NA,NA
2088,NA,NA
2089,NA,NA
2090,NA,NA
2091,NA,NA
2092,NA,NA
2093,NA,NA
2094,NA,NA
2095,NA,NA
2096,NA,NA
2097,NA,NA
2098,NA,NA
2099,NA,NA
2100,NA,NA
2101,NA,NA
2102,NA,NA
2103,NA,NA
2104,NA,NA
2105,NA,NA
2106,NA,NA
2107,NA,NA
2108,NA,NA
2109,NA,NA
2110,NA,NA
2111,NA,NA
2112,NA,NA
2113,NA,NA
2114,NA,NA
2115,NA,NA
2116,NA,NA
2117,NA,NA
2118,NA,NA
2119,NA,NA
2120,NA,NA
2121,NA,NA
2122,NA,NA
2123,NA,NA
2124,NA,NA
2125,NA,NA
2126,NA,NA
2127,NA,NA
2128,NA,NA
2129,NA,NA
2130,NA,NA
2131,NA,NA
2132,NA,NA
2133,NA,NA
2134,NA,NA
2135,NA,NA
2136,NA,NA
2137,NA,NA
2138,NA,NA
2139,NA,NA
2140,NA,NA
2141,NA,NA
2142,NA,NA
2143,NA,NA
2144,NA,NA
2145,NA,NA
2146,NA,NA
2147,NA,NA
2148,NA,NA
2149,NA,NA
2150,NA,NA
2151,NA,NA
2152,NA,NA
2153,NA,NA
2154,NA,NA
2155,NA,NA
2156,NA,NA
2157,NA,NA
2158,NA,NA
2159,NA,NA
2160,NA,NA
2161,NA,NA
2162,NA,NA
2163,NA,NA
2164,NA,NA
2165,NA,NA
2166,NA,NA
2167,NA,NA
2168,NA,NA
2169,NA,NA
2170,NA,NA
2171,NA,NA
2172,NA,NA
2173,NA,NA
2174,NA,NA
2175,NA,NA
2176,NA,NA
2177,NA,NA
2178,NA,NA
2179,NA,NA
2180,NA,NA
2181,NA,NA
2182,NA,NA
2183,NA,NA
2184,NA,NA
2185,NA,NA
2186,NA,NA
2187,NA,NA
2188,NA,NA
2189,NA,NA
2190,NA,NA
2191,NA,NA
2192,NA,NA
2193,NA,NA
2194,NA,NA
2195,NA,NA
2196,NA,NA
2197,NA,NA
2198,NA,NA
2199,NA,NA
2200,NA,NA
2201,NA,NA
2202,NA,NA
2203,NA,NA
2204,NA,NA
2205,NA,NA
2206,NA,NA
2207,NA,NA
2208,NA,NA
2209,NA,NA
2210,NA,NA
2211,NA,NA
2212,NA,NA
2213,NA,NA
2214,NA,NA
2215,NA,NA
2216,NA,NA
2217,NA,NA
2218,NA,NA
2219,NA,NA
2220,NA,NA
2221,NA,NA
2222,NA,NA
2223,NA,NA
2224,NA,NA
2225,NA,NA
2226,NA,NA
2227,NA,NA
2228,NA,NA
2229,NA,NA
2230,NA,NA
2231,NA,NA
2232,NA,NA
2233,NA,NA
2234,NA,NA
2235,NA,NA
2236,NA,NA
2237,NA,NA
2238,NA,NA
2239,NA,NA
2240,NA,NA
2241,NA,NA
2242,NA,NA
2243,NA,NA
2244,NA,NA
2245,NA,NA
2246,NA,NA
2247,NA,NA
2248,NA,NA
2249,NA,NA
2250,NA,NA
2251,NA,NA
2252,NA,NA
2253,NA,NA
2254,NA,NA
2255,NA,NA
2256,NA,NA
2257,NA,NA
2258,NA,NA
2259,NA,NA
2260,NA,NA
2261,NA,NA
2262,NA,NA
2263,NA,NA
2264,NA,NA
2265,NA,NA
2266,NA,NA
2267,NA,NA
2268,NA,NA
2269,NA,NA
2270,NA,NA
2271,NA,NA
2272,NA,NA
2273,NA,NA
2274,NA,NA
2275,NA,NA
2276,NA,NA
2277,NA,NA
2278,NA,NA
2279,NA,NA
2280,NA,NA
2281,NA,NA
2282,NA,NA
2283,NA,NA
2284,NA,NA
2285,NA,NA
2286,NA,NA
2287,NA,NA
2288,NA,NA
2289,NA,NA
2290,NA,NA
2291,NA,NA
2292,NA,NA
2293,NA,NA
2294,NA,NA
2295,NA,NA
2296,NA,NA
2297,NA,NA
2298,NA,NA
2299,NA,NA
2300,NA,NA
2301,NA,NA
2302,NA,NA
2303,NA,NA
2304,NA,NA
2305,NA,NA
2306,NA,NA
2307,NA,NA
2308,NA,NA
2309,NA,NA
2310,NA,NA
2311,NA,NA
2312,NA,NA
2313,NA,NA
2314,NA,NA
2315,NA,NA
2316,NA,NA
2317,NA,NA
2318,NA,NA
2319,NA,NA
2320,NA,NA
2321,NA,NA
2322,NA,NA
2323,NA,NA
2324,NA,NA
2325,NA,NA
2326,NA,NA
2327,NA,NA
2328,NA,NA
2329,NA,NA
2330,NA,NA
2331,NA,NA
2332,NA,NA
2333,NA,NA
2334,NA,NA
2335,NA,NA
2336,NA,NA
2337,NA,NA
2338,NA,NA
2339,NA,NA
2340,NA,NA
2341,NA,NA
2342,NA,NA
2343,NA,NA
2344,NA,NA
2345,NA,NA
2346,NA,NA
2347,NA,NA
2348,NA,NA
2349,NA,NA
2350,NA,NA
2351,NA,NA
2352,NA,NA
2353,NA,NA
2354,NA,NA
2355,NA,NA
2356,NA,NA
2357,NA,NA
2358,NA,NA
2359,NA,NA
2360,NA,NA
2361,NA,NA
2362,NA,NA
2363,NA,NA
2364,NA,NA
2365,NA,NA
2366,NA,NA
2367,NA,NA
2368,NA,NA
2369,NA,NA
2370,NA,NA
2371,NA,NA
2372,NA,NA
2373,NA,NA
2374,NA,NA
2375,NA,NA
2376,NA,NA
2377,NA,NA
2378,NA,NA
2379,NA,NA
2380,NA,NA
2381,NA,NA
2382,NA,NA
